,Ticker,Sample Length(days),Total Trades,Total Quotes,Mean Returns(Trades),Mean Returns(Quotes),Trade Quote Ratio,Median Returns(Trades),Median Returns(Quote),Standard Deviation(Trades),Standard Deviation(Quotes),Mean Absolute Deviation(Trades),Mean Absolute Deviation(Quotes),Skew(Trades),Skew(Quotes),Kurtosis(Trades),Kurtosis(Quotes),10 Largest Returns(Trades),10 Largest Returns(Quotes),10 Smallest Returns(Trades),10 Smallest Returns(Quotes),Maximum Drawdown(Trades),Maximum Drawdown(Quotes)
268,AMD,3,196779,297116,6.640697716535434,6.726377716535434,0.6622968806795999,6.32268,6.78888,6.30368623612558,6.214441946917967,7.2384668503937,7.51716,0.07554582414828272,-0.015085361417331524,-1.5000000000000002,-1.4999999999999996,[-0.91578685  6.32268    14.5152    ],[-0.91578685  6.78888    14.30604   ],[-0.91578685  6.32268    14.5152    ],[-0.91578685  6.78888    14.30604   ],0.0,0.0
269,LOW,3,88002,182053,-0.9445022834645669,-1.7492222834645668,0.4833867060691117,-0.9157868503937002,-0.9157868503937004,2.801457024772685,1.2640727590407965,3.3879068503937,0.11946685039370042,-0.015374190003804904,-0.7023727906268323,-1.5000000000000002,-1.4999999999999998,[-4.38984    -0.91578685  2.47212   ],[-3.53556    -0.91578685 -0.79632   ],[-4.38984    -0.91578685  2.47212   ],[-3.53556    -0.91578685 -0.79632   ],-12.769931260800002,-3.5355600000000003
270,PAYX,3,34728,151098,-0.7630622834645667,-0.5245022834645668,0.22983758884962077,-0.9157868503937002,-0.6879599999999999,0.3240722176797106,0.4031381229286804,0.14513314960629986,0.22782685039370054,0.6022356582330654,0.5415365928920768,-1.5000000000000004,-1.4999999999999996,[-1.06092    -0.91578685 -0.31248   ],[-0.91578685 -0.68796     0.03024   ],[-1.06092    -0.91578685 -0.31248   ],[-0.91578685 -0.68796     0.03024   ],-1.06092,-0.6879599999999999
271,AOC,3,19493,97398,-1.5224222834645669,-1.3477022834645667,0.20013757982710118,-0.9157868503937002,-0.9157868503937004,1.411387266461101,1.2647696281388154,0.7368668503937003,0.8553068503937005,-0.5653180854993809,-0.4724204143900252,-1.5,-1.4999999999999998,[-3.47256    -0.91578685 -0.17892   ],[-3.06684    -0.91578685 -0.06048   ],[-3.47256    -0.91578685 -0.17892   ],[-3.06684    -0.91578685 -0.06048   ],-3.47256,-3.0668399999999996
272,NBL,3,18780,95653,-0.8747822834645665,-0.7538222834645666,0.1963346680187762,-0.9157868503937002,-0.9157868503937004,4.582303204901932,3.688946127401466,5.5505331496062995,4.2728931496063,0.013421976723019528,0.06577342846069995,-1.5,-1.5,[-6.46632    -0.91578685  4.75776   ],[-5.18868    -0.91578685  3.843     ],[-6.46632    -0.91578685  4.75776   ],[-5.18868    -0.91578685  3.843     ],-32.4737586432,-21.285777239999998
273,TMO,3,22232,83506,-3.0453422834645667,-3.0739022834645664,0.2662323665365363,-3.4599599999999997,-3.1021199999999998,1.596655417321102,1.7506877453244845,1.3003200000000001,2.1016800000000004,0.3720073838847345,0.024172925280040412,-1.4999999999999993,-1.5000000000000007,[-4.76028    -3.45996    -0.91578685],[-5.2038     -3.10212    -0.91578685],[-4.76028    -3.45996    -0.91578685],[-5.2038     -3.10212    -0.91578685],-4.76028,-5.2038
274,CSX,3,56035,147200,-0.8731022834645668,-0.8495822834645667,0.3806725543478261,-0.9157868503937002,-0.9157868503937004,4.6975324348563,3.9178956060544974,5.6891331496063,4.6987731496063,0.013629139762200744,0.025342162268929925,-1.5000000000000002,-1.4999999999999998,[-6.60492    -0.91578685  4.9014    ],[-5.61456    -0.91578685  3.9816    ],[-6.60492    -0.91578685  4.9014    ],[-5.61456    -0.91578685  3.9816    ],-34.076874888,-23.987892096
275,TMK,3,6986,42392,-1.482942283464567,-1.4216222834645669,0.16479524438573315,-0.9157868503937002,-0.9157868503937004,1.5844830332417261,1.6332362845207045,1.0266668503937002,1.1929868503937004,-0.4910542798176918,-0.4348618511035639,-1.5,-1.5000000000000004,[-3.64392    -0.91578685  0.11088   ],[-3.62628    -0.91578685  0.2772    ],[-3.64392    -0.91578685  0.11088   ],[-3.62628    -0.91578685  0.2772    ],-3.9370778496000005,-4.354284816
276,ESV,3,48956,298212,-0.9117422834645668,-0.7874222834645668,0.1641650906066825,-0.9157868503937002,-0.9157868503937004,4.532830661039613,4.29511066788988,5.545493149606299,5.0666931496063,0.0013384235210214756,0.044802616723826634,-1.5,-1.5,[-6.46128    -0.91578685  4.64184   ],[-5.98248    -0.91578685  4.536     ],[-6.46128    -0.91578685  4.64184   ],[-5.98248    -0.91578685  4.536     ],-31.811667955199994,-28.58300927999999
277,SWN,3,23922,98302,-0.6857822834645667,-0.36658228346456695,0.24335211898028525,-0.9157868503937002,-0.9157868503937004,1.8025830106833163,1.8629068636321862,1.8536931496062996,1.4076531496062996,0.1893184018974188,0.41659285885370084,-1.5,-1.4999999999999993,[-2.76948    -0.91578685  1.62792   ],[-2.32344    -0.91578685  2.13948   ],[-2.76948    -0.91578685  1.62792   ],[-2.32344    -0.91578685  2.13948   ],-5.650051881599998,-5.1549134112
278,PCP,3,18334,86810,-0.6824222834645668,-0.7319822834645665,0.21119686672042393,-0.9157868503937002,-0.9157868503937004,3.3075496877520996,2.984252478094305,3.6958131496063,3.375773149606299,0.10548145566161295,0.09215359208722564,-1.5000000000000002,-1.4999999999999998,[-4.6116     -0.91578685  3.48012   ],[-4.29156    -0.91578685  3.0114    ],[-4.6116     -0.91578685  3.48012   ],[-4.29156    -0.91578685  3.0114    ],-17.180401392,-14.203763784
279,CI,3,30927,92299,-3.1999022834645667,-3.131022283464567,0.33507405280663927,-2.2831200000000003,-3.27348,2.3311956344752054,1.7534698635466577,1.3673331496063001,1.93032,-0.5290782318970162,0.12132873811782618,-1.5000000000000004,-1.4999999999999998,[-6.4008     -2.28312    -0.91578685],[-5.2038     -3.27348    -0.91578685],[-6.4008     -2.28312    -0.91578685],[-5.2038     -3.27348    -0.91578685],-6.400799999999999,-5.2038
280,LTD,3,62583,150843,3.012737716535433,2.9337777165354333,0.4148883275988942,3.19032,2.8576799999999998,3.137642892058124,3.174679121907936,3.57336,3.7734668503937003,-0.0847147339718195,0.035941538307645404,-1.5000000000000004,-1.4999999999999996,[-0.91578685  3.19032     6.76368   ],[-0.91578685  2.85768     6.85944   ],[-0.91578685  3.19032     6.76368   ],[-0.91578685  2.85768     6.85944   ],0.0,0.0
281,NSC,3,31175,133845,-2.660622283464567,-2.5346222834645666,0.23291867458627516,-1.82952,-1.18944,1.8592683877939191,2.0988524292295705,0.9137331496062998,0.2736531496062996,-0.5811898884428292,-0.6981020651587707,-1.5000000000000009,-1.4999999999999998,[-5.23656    -1.82952    -0.91578685],[-5.49864    -1.18944    -0.91578685],[-5.23656    -1.82952    -0.91578685],[-5.49864    -1.18944    -0.91578685],-5.23656,-5.49864
282,PGR,3,46426,120940,-1.7223422834645667,-1.686222283464567,0.3838763022986605,-1.4994,-1.01808,0.7659635493338219,1.0180849201641025,0.5836131496062998,0.10229314960629965,-0.41193410048275375,-0.7017566225501426,-1.5000000000000002,-1.5000000000000004,[-2.75184    -1.4994     -0.91578685],[-3.1248     -1.01808    -0.91578685],[-2.75184    -1.4994     -0.91578685],[-3.1248     -1.01808    -0.91578685],-2.7518399999999996,-3.1248
283,PSA,3,22079,81009,-3.981102283464567,-3.7526222834645666,0.2725499635842931,-2.5552799999999998,-2.86776,3.2454812625728118,2.7496454576478007,1.6394931496062997,1.9519731496062995,-0.5741952872947811,-0.44938733203063413,-1.5000000000000002,-1.4999999999999993,[-8.47224    -2.55528    -0.91578685],[-7.47432    -2.86776    -0.91578685],[-8.47224    -2.55528    -0.91578685],[-7.47432    -2.86776    -0.91578685],-8.47224,-7.47432
284,STZ,3,18893,69799,-1.2813422834645667,-1.6064222834645667,0.27067723033281277,-0.9157868503937002,-0.9157868503937004,10.050445618863067,2.8436310984912394,11.756826850393702,2.3950268503937004,-0.05450997570290398,-0.349980388423974,-1.5,-1.5000000000000002,[-13.76928     -0.91578685  10.84104   ],[-5.38272    -0.91578685  1.47924   ],[-13.76928     -0.91578685  10.84104   ],[-5.38272    -0.91578685  1.47924   ],-152.20155525120003,-11.8658147328
285,D,3,32539,132925,-2.8781822834645667,-2.8546622834645667,0.2447921760391198,-0.9157868503937002,-2.0916,2.836778098101559,1.9699381900158366,0.08670685039370019,1.1758131496062996,-0.7066113604518693,-0.5229105816640038,-1.5,-1.4999999999999998,[-6.88968    -0.91578685 -0.82908   ],[-5.5566     -2.0916     -0.91578685],[-6.88968    -0.91578685 -0.82908   ],[-5.5566     -2.0916     -0.91578685],-6.88968,-5.5566
286,KEY,3,21337,116235,-2.1549422834645666,-2.1473822834645664,0.18356777218565837,-0.9157868503937002,-0.9157868503937004,2.3218419700002246,2.1502573896583885,0.7746668503937002,0.5604668503937005,-0.6485299599859146,-0.6712471418849054,-1.4999999999999998,-1.4999999999999991,[-5.40792    -0.91578685 -0.14112   ],[-5.17104    -0.91578685 -0.35532   ],[-5.40792    -0.91578685 -0.14112   ],[-5.17104    -0.91578685 -0.35532   ],-5.40792,-5.17104
287,LM,3,23740,93896,-3.7148222834645668,-3.776142283464567,0.25283292153020365,-4.05216,-4.26384,2.160891153990202,2.164023020984068,2.1243600000000002,1.8849600000000004,0.2303612067803833,0.3266030123850141,-1.4999999999999993,-1.5,[-6.17652    -4.05216    -0.91578685],[-6.1488     -4.26384    -0.91578685],[-6.17652    -4.05216    -0.91578685],[-6.1488     -4.26384    -0.91578685],-6.17652,-6.1488
288,VZ,3,88791,220795,-1.4611022834645666,-1.6736222834645667,0.40214225865621955,-1.18188,-0.9157868503937004,0.593070105782304,1.2847624729142946,0.2660931496062998,0.29334685039370045,-0.6018528047357502,-0.6795590992062531,-1.499999999999999,-1.4999999999999993,[-2.28564    -1.18188    -0.91578685],[-3.48264    -0.91578685 -0.62244   ],[-2.28564    -1.18188    -0.91578685],[-3.48264    -0.91578685 -0.62244   ],-2.28564,-3.4826400000000004
289,T,3,146964,275466,-1.8903422834645667,-2.217942283464567,0.5335104876826904,-0.9157868503937002,-0.9157868503937004,1.5809077087749213,2.5419197138261445,0.2807468503937002,0.9485468503937005,-0.6904185743218428,-0.6339765677615519,-1.5000000000000007,-1.4999999999999998,[-4.1202     -0.91578685 -0.63504   ],[-5.7708     -0.91578685  0.03276   ],[-4.1202     -0.91578685 -0.63504   ],[-5.7708     -0.91578685  0.03276   ],-4.1202,-5.927091408
290,USB,3,75473,177273,-1.5232622834645666,-1.8315422834645665,0.42574447321363096,-0.9157868503937002,-0.9157868503937004,1.9049900512318478,1.6668921585391792,1.3618268503937003,0.5075468503937004,-0.44590251732960356,-0.6582563807362677,-1.4999999999999998,-1.4999999999999991,[-4.10004    -0.91578685  0.44604   ],[-4.1706     -0.91578685 -0.40824   ],[-4.10004    -0.91578685  0.44604   ],[-4.1706     -0.91578685 -0.40824   ],-5.4827818416000005,-4.170599999999999
291,HD,3,239751,342118,-2.913462283464567,-2.884062283464567,0.7007845246376981,-2.3965199999999998,-2.583,1.878052068912744,1.7430471738352789,1.4807331496062996,1.6672131496062996,-0.39202708203812614,-0.25392995243992394,-1.5000000000000002,-1.5000000000000004,[-5.42808    -2.39652    -0.91578685],[-5.1534     -2.583      -0.91578685],[-5.42808    -2.39652    -0.91578685],[-5.1534     -2.583      -0.91578685],-5.4280800000000005,-5.1533999999999995
292,SLM,3,24981,64191,-0.3783422834645667,-0.34894228346456685,0.38916670561293637,-0.35028,-0.4158,0.42782569074428184,0.4923959454834478,0.48131999999999997,0.49998685039370044,-0.09810698730105939,0.2011673039233105,-1.5,-1.4999999999999998,[-0.91578685 -0.35028     0.13104   ],[-0.91578685 -0.4158      0.28476   ],[-0.91578685 -0.35028     0.13104   ],[-0.91578685 -0.4158      0.28476   ],-0.3502799999999999,-0.41579999999999995
293,AIG,3,113024,288922,-0.9974222834645667,-1.0889822834645668,0.39119208644547665,-0.9157868503937002,-0.9157868503937004,1.2769996131425936,1.309212055634343,1.4399468503937003,1.3366268503937004,-0.09563004282376679,-0.1961195857535613,-1.5000000000000004,-1.4999999999999998,[-2.60064    -0.91578685  0.52416   ],[-2.772      -0.91578685  0.42084   ],[-2.60064    -0.91578685  0.52416   ],[-2.772      -0.91578685  0.42084   ],-3.4396314624,-3.51772848
294,BIG,3,32216,117357,0.1726977165354334,-0.40858228346456676,0.27451281133634975,-0.9157868503937002,-0.9157868503937004,3.77973695008283,2.2986811040152753,2.8994931496063,2.0200131496062994,0.4080857537097224,0.32023268328206245,-1.5,-1.5000000000000002,[-3.81528    -0.91578685  5.24916   ],[-2.9358     -0.91578685  2.62584   ],[-3.81528    -0.91578685  5.24916   ],[-2.9358     -0.91578685  2.62584   ],-18.5931351648,-8.018901072
295,HCP,3,14735,54588,-0.4195022834645667,0.29701771653543335,0.2699311203927603,-0.9157868503937002,-0.9157868503937004,3.9210058352527377,4.414263724471169,4.0385331496063,3.4841331496062993,0.18782841148746468,0.39138064021184776,-1.4999999999999998,-1.5000000000000002,[-4.95432    -0.91578685  4.6116    ],[-4.39992    -0.91578685  6.20676   ],[-4.95432    -0.91578685  4.6116    ],[-4.39992    -0.91578685  6.20676   ],-23.190062112,-25.502407459199993
296,STI,3,22647,84109,-2.6707022834645664,-2.582502283464567,0.2692577488734856,-1.13652,-1.4187599999999998,2.327488434990635,2.0119416262452305,0.22073314960629975,0.5029731496062994,-0.7023398938766132,-0.6741069648108245,-1.4999999999999996,-1.5000000000000004,[-5.9598     -1.13652    -0.91578685],[-5.41296    -1.41876    -0.91578685],[-5.9598     -1.13652    -0.91578685],[-5.41296    -1.41876    -0.91578685],-5.959800000000001,-5.41296
297,STJ,3,19737,57722,-1.0108622834645666,-1.0419422834645666,0.3419320189875611,-0.9157868503937002,-0.9157868503937004,2.2087974382878133,2.00914220876638,2.5613468503937002,2.2690268503937006,-0.06448621900521428,-0.09393847751933868,-1.5000000000000002,-1.5000000000000002,[-3.76236    -0.91578685  1.64556   ],[-3.56328    -0.91578685  1.35324   ],[-3.76236    -0.91578685  1.64556   ],[-3.56328    -0.91578685  1.35324   ],-8.3079891216,-7.0320130272
298,MS,3,2102,308081,-4.695942283464568,-2.7387422834645663,0.006822880995582331,-4.41504,-2.06892,3.2073182446847395,1.824442302590382,3.4992531496063,1.1531331496062993,-0.13070070338529052,-0.5012204661075179,-1.4999999999999998,-1.4999999999999996,[-8.757      -4.41504    -0.91578685],[-5.23152    -2.06892    -0.91578685],[-8.757      -4.41504    -0.91578685],[-5.23152    -2.06892    -0.91578685],-8.757000000000001,-5.23152
299,MYL,3,26199,72741,-0.7051022834645667,-0.8386622834645667,0.3601682682393698,-0.9157868503937002,-0.9157868503937004,0.9398470444551381,0.7642783719378713,0.8204931496062998,0.8179731496062995,0.3249886101347325,0.15033982803149074,-1.5000000000000004,-1.5,[-1.73628    -0.91578685  0.53676   ],[-1.73376    -0.91578685  0.13356   ],[-1.73628    -0.91578685  0.53676   ],[-1.73376    -0.91578685  0.13356   ],-2.1314856528000004,-1.8317609856
300,HOG,3,34615,115119,-1.2931022834645665,-1.2326222834645666,0.30068885240490273,-0.9157868503937002,-0.9157868503937004,3.3295694476038076,3.2176204415413268,3.4987868503937003,3.4559468503937008,-0.1685285950945901,-0.14674853191477685,-1.4999999999999998,-1.5000000000000004,[-5.54652    -0.91578685  2.583     ],[-5.32224    -0.91578685  2.54016   ],[-5.54652    -0.91578685  2.583     ],[-5.32224    -0.91578685  2.54016   ],-17.290181159999996,-16.3014211584
301,KBH,3,32930,104231,-2.9453822834645664,-2.7740222834645665,0.3159328798534025,-1.3204799999999999,-1.6758,2.5893962367646752,2.113431123259056,0.40469314960629965,0.7600131496062995,-0.6941748631685476,-0.6391434820654356,-1.4999999999999998,-1.4999999999999996,[-6.59988    -1.32048    -0.91578685],[-5.73048    -1.6758     -0.91578685],[-6.59988    -1.32048    -0.91578685],[-5.73048    -1.6758     -0.91578685],-6.59988,-5.73048
302,APC,3,67515,245521,-0.9932222834645668,-1.5400622834645665,0.27498666101881303,-0.9157868503937002,-0.9157868503937004,2.548890350083235,2.4981085941503642,3.0048668503937,2.0749868503937003,-0.04554204567369948,-0.35924274171031323,-1.4999999999999996,-1.4999999999999996,[-4.15296    -0.91578685  2.08908   ],[-4.8636     -0.91578685  1.1592    ],[-4.15296    -0.91578685  2.08908   ],[-4.8636     -0.91578685  1.1592    ],-10.7397456768,-9.34228512
303,CCE,3,18638,57518,-0.44722228346456677,-0.2481422834645668,0.32403769254841963,-0.9157868503937002,-0.9157868503937004,0.8596119654185506,1.4260620924332135,0.2686131496062999,0.6466131496062996,0.6556752308979178,0.5996430244827452,-1.5,-1.5000000000000002,[-1.1844     -0.91578685  0.75852   ],[-1.5624     -0.91578685  1.73376   ],[-1.1844     -0.91578685  0.75852   ],[-1.5624     -0.91578685  1.73376   ],-1.3242710880000002,-2.5374666240000003
304,C,3,190298,329188,-1.745862283464567,-1.6937822834645668,0.5780830406940715,-0.9157868503937002,-0.9157868503937004,1.6059315732290382,1.9900610285465021,0.5856668503937003,1.1753468503937006,-0.6372284504874483,-0.5266615533984753,-1.5000000000000002,-1.5000000000000002,[-3.99168    -0.91578685 -0.33012   ],[-4.42512    -0.91578685  0.25956   ],[-3.99168    -0.91578685 -0.33012   ],[-4.42512    -0.91578685  0.25956   ],-3.99168,-5.3141441471999995
305,SIAL,3,14160,98549,-0.3010622834645667,-0.16666228346456682,0.14368486742635644,-0.9157868503937002,-0.17892,1.3818482719145055,0.6167227496925834,0.6844131496062996,0.7368668503937005,0.5792490972609955,0.02980550424764103,-1.4999999999999998,-1.4999999999999998,[-1.6002     -0.91578685  1.6128    ],[-0.91578685 -0.17892     0.59472   ],[-1.6002     -0.91578685  1.6128    ],[-0.91578685 -0.17892     0.59472   ],-2.5682025599999996,-0.17891999999999994
306,ECL,3,18823,68186,-1.5392222834645668,-0.9386222834645669,0.2760537353708972,-0.9157868503937002,-0.9157868503937004,2.7931813603853457,2.5493820808387606,2.4429068503937,3.0880268503937005,-0.32367928917630234,-0.013435144824672628,-1.5000000000000002,-1.5000000000000002,[-5.229      -0.91578685  1.52712   ],[-4.07232    -0.91578685  2.17224   ],[-5.229      -0.91578685  1.52712   ],[-4.07232    -0.91578685  2.17224   ],-11.68719048,-10.7461363968
307,UNM,3,15981,69275,-1.8979022834645667,-1.8634622834645667,0.2306892818477084,-2.11428,-1.44396,0.7297772013004982,0.9904958019209505,0.5493600000000001,0.5281731496062995,0.41868194497446043,-0.5593208452187292,-1.5,-1.5000000000000002,[-2.66364    -2.11428    -0.91578685],[-3.23064    -1.44396    -0.91578685],[-2.66364    -2.11428    -0.91578685],[-3.23064    -1.44396    -0.91578685],-2.66364,-3.2306399999999997
308,BBT,3,27253,104935,-1.7425022834645665,-1.7038622834645667,0.25971315576309145,-1.6279199999999998,-1.71864,0.7263215307553363,0.6375135626046844,0.7121331496062996,0.7585200000000001,-0.23270931509245113,0.034757902716244266,-1.5,-1.5000000000000002,[-2.6838     -1.62792    -0.91578685],[-2.47716    -1.71864    -0.91578685],[-2.6838     -1.62792    -0.91578685],[-2.47716    -1.71864    -0.91578685],-2.6837999999999997,-2.47716
309,STT,3,30200,125988,-2.4237422834645668,-2.376702283464567,0.23970536876527923,-1.71108,-1.8370799999999998,1.6034296743119019,1.463741469280801,0.7952931496062997,0.9212931496062994,-0.57889037877618,-0.5028848647853225,-1.5000000000000002,-1.5000000000000002,[-4.64436    -1.71108    -0.91578685],[-4.37724    -1.83708    -0.91578685],[-4.64436    -1.71108    -0.91578685],[-4.37724    -1.83708    -0.91578685],-4.64436,-4.37724
310,SYK,3,21477,72532,-2.244822283464567,-2.2456622834645663,0.2961037886725859,-1.04328,-1.1390399999999998,1.7901454895004856,1.7252731830474592,0.12749314960629976,0.22325314960629938,-0.704417784438317,-0.6982368535681168,-1.5,-1.4999999999999996,[-4.7754     -1.04328    -0.91578685],[-4.68216    -1.13904    -0.91578685],[-4.7754     -1.04328    -0.91578685],[-4.68216    -1.13904    -0.91578685],-4.7754,-4.68216
311,BHI,3,59365,236694,-0.4287422834645665,-0.39094228346456666,0.25080906148867316,-0.9157868503937002,-0.9157868503937004,4.8198352522350385,4.008903574509808,5.1574131496063,4.1015331496063,0.1505432335426373,0.19413563160879496,-1.5000000000000002,-1.5000000000000002,[-6.0732     -0.91578685  5.70276   ],[-5.01732    -0.91578685  4.76028   ],[-6.0732     -0.91578685  5.70276   ],[-5.01732    -0.91578685  4.76028   ],-35.004442032,-24.1408880496
312,TIF,3,23621,63164,0.31549771653543324,0.01393771653543315,0.37396301690836553,0.252,-0.252,1.032239443529907,0.8878286125011868,1.1677868503937003,0.6637868503937004,0.09203901064091607,0.4224305908760068,-1.5,-1.5,[-0.91578685  0.252       1.61028   ],[-0.91578685 -0.252       1.2096    ],[-0.91578685  0.252       1.61028   ],[-0.91578685 -0.252       1.2096    ],0.0,-0.252
313,CBS,3,37130,107784,-2.417862283464567,-2.3565422834645666,0.3444852668299562,-2.9988,-2.89044,1.0711697546689394,1.030083153226772,0.34019999999999984,0.37295999999999996,0.6539898032276086,0.6382203221600284,-1.4999999999999996,-1.5000000000000004,[-3.339      -2.9988     -0.91578685],[-3.2634     -2.89044    -0.91578685],[-3.339      -2.9988     -0.91578685],[-3.2634     -2.89044    -0.91578685],-2.9987999999999997,-2.89044
314,CCL,3,47594,145269,-2.9806622834645666,-3.276342283464567,0.3276266787821214,-3.15504,-3.59604,1.6194751987757636,1.8110336644856144,1.7161199999999996,1.7211600000000007,0.1602647817088494,0.2592906734641846,-1.5,-1.4999999999999998,[-4.87116    -3.15504    -0.91578685],[-5.3172     -3.59604    -0.91578685],[-4.87116    -3.15504    -0.91578685],[-5.3172     -3.59604    -0.91578685],-4.87116,-5.317200000000001
315,MBI,3,29496,95859,-0.4909022834645668,-0.5135822834645668,0.3077019372202923,-0.9157868503937002,-0.9157868503937004,2.2189483448713445,0.8184746735417816,2.0552931496063,0.33665314960629955,0.28019967587009564,0.6184454879739745,-1.5,-1.4999999999999998,[-2.97108    -0.91578685  2.41416   ],[-1.25244    -0.91578685  0.62748   ],[-2.97108    -0.91578685  2.41416   ],[-1.25244    -0.91578685  0.62748   ],-7.7295824928,-1.4108410512
316,SCHW,3,66118,136128,-2.1683822834645667,-2.0129822834645665,0.48570463093559,-0.9157868503937002,-0.9157868503937004,4.422839900909255,4.455833597563511,3.4282268503937,3.7281068503937007,-0.40210015797434434,-0.35442677816506785,-1.5000000000000004,-1.5,[-8.1018     -0.91578685  2.51244   ],[-7.93548    -0.91578685  2.81232   ],[-8.1018     -0.91578685  2.51244   ],[-7.93548    -0.91578685  2.81232   ],-25.944646391999996,-27.4402691136
317,GFR,3,876,3462,-0.6530222834645667,-0.3397022834645667,0.2530329289428076,-0.9157868503937002,-0.52416,0.5449862772737746,0.5610474259159949,0.2333331496062997,0.3916268503937005,0.6111394191496534,0.45762285966161775,-1.4999999999999998,-1.5,[-1.14912    -0.91578685  0.10584   ],[-0.91578685 -0.52416     0.42084   ],[-1.14912    -0.91578685  0.10584   ],[-0.91578685 -0.52416     0.42084   ],-1.1649028607999998,-0.52416
318,HAR,3,10561,32209,-1.0394222834645668,-1.0612622834645669,0.32788972026452234,-1.05084,-0.9157868503937004,0.0966245318504072,0.20824636662755505,0.1008,0.003546850393700507,0.17559875404143593,-0.7069529414981818,-1.4999999999999998,-1.5000000000000002,[-1.15164    -1.05084    -0.91578685],[-1.35576    -0.91578685 -0.91224   ],[-1.15164    -1.05084    -0.91578685],[-1.35576    -0.91578685 -0.91224   ],-1.15164,-1.35576
319,PXD,3,9759,62055,-0.7949822834645669,-1.1654222834645667,0.15726371766980904,-0.9157868503937002,-0.9157868503937004,2.677234694623441,1.5103203442721147,3.0960531496063,1.4626268503937006,0.0675924615697266,-0.2434140619198068,-1.5,-1.5,[-4.01184    -0.91578685  2.54268   ],[-3.12732    -0.91578685  0.54684   ],[-4.01184    -0.91578685  2.54268   ],[-3.12732    -0.91578685  0.54684   ],-11.6699853312,-4.2906236687999995
320,TLAB,3,37586,102520,-0.22378228346456672,0.010577716535433268,0.3666211470932501,-0.9157868503937002,-0.9157868503937004,1.520176535381792,1.4102983166092558,0.7247331496062998,0.14009314960629948,0.5884910316241039,0.70187727992304,-1.5,-1.5000000000000004,[-1.64052    -0.91578685  1.88496   ],[-1.05588    -0.91578685  2.0034    ],[-1.64052    -0.91578685  1.88496   ],[-1.05588    -0.91578685  2.0034    ],-2.8478745792,-1.167829992
321,SPLS,3,99292,212023,-1.5803822834645669,-1.2452222834645668,0.4683076836003641,-1.00296,-0.9157868503937004,0.8789599140059382,1.0137328162199815,0.08717314960629985,0.7141868503937004,-0.7018939131095533,-0.45313950808929965,-1.5000000000000002,-1.5,[-2.8224     -1.00296    -0.91578685],[-2.61828    -0.91578685 -0.2016    ],[-2.8224     -1.00296    -0.91578685],[-2.61828    -0.91578685 -0.2016    ],-1.00296,-2.2920347519999997
322,ADBE,3,105882,277516,-2.501862283464567,-2.3624222834645665,0.38153475835627493,-0.9157868503937002,-0.9157868503937004,3.0538711344939666,2.9513997574893285,1.0997468503937002,1.2207068503937004,-0.6389543567465882,-0.6174697283924551,-1.5000000000000002,-1.4999999999999991,[-6.77376    -0.91578685  0.18396   ],[-6.4764     -0.91578685  0.30492   ],[-6.77376    -0.91578685  0.18396   ],[-6.4764     -0.91578685  0.30492   ],-7.8359008895999995,-8.146263888
323,ODP,3,40568,100449,1.2084177165354337,1.1890977165354333,0.4038666387918247,-0.9157868503937002,-0.9157868503937004,7.257807010019024,7.022566581702748,5.510213149606299,5.2481331496063,0.41394678881990665,0.42266970668989506,-1.5,-1.5,[-6.426      -0.91578685 10.96704   ],[-6.16392    -0.91578685 10.647     ],[-6.426      -0.91578685 10.96704   ],[-6.16392    -0.91578685 10.647     ],-65.93315904,-61.14417624000001
324,ALTR,3,80931,249909,1.5259377165354333,1.934177716535433,0.3238418784437535,-0.11088,1.51956,2.9026251483739043,2.513410920716265,0.8049068503937002,2.4353468503937004,0.666544421427298,0.24295421733707961,-1.5000000000000002,-1.5,[-0.91578685 -0.11088     5.60448   ],[-0.91578685  1.51956     5.19876   ],[-0.91578685 -0.11088     5.60448   ],[-0.91578685  1.51956     5.19876   ],-0.11087999999999998,0.0
325,PCL,3,20129,94032,-1.865982283464567,-1.8298622834645668,0.21406542453632807,-0.9157868503937002,-0.9157868503937004,3.070243757442455,3.5823819518124873,2.2438268503937002,2.9443868503937005,-0.43458514024743605,-0.3661255193604492,-1.5000000000000002,-1.4999999999999996,[-6.0102     -0.91578685  1.32804   ],[-6.6024     -0.91578685  2.0286    ],[-6.0102     -0.91578685  1.32804   ],[-6.6024     -0.91578685  2.0286    ],-12.663946008000002,-17.96742864
326,SYMC,3,103123,184348,-0.08182228346456677,-0.1633022834645669,0.559393104346128,-0.9157868503937002,-0.9157868503937004,2.614641483616186,2.9080872452753654,1.8688131496063,2.3728131496062996,0.4459897741707461,0.3708088741989946,-1.5000000000000004,-1.4999999999999998,[-2.7846     -0.91578685  3.45492   ],[-3.2886     -0.91578685  3.71448   ],[-2.7846     -0.91578685  3.45492   ],[-3.2886     -0.91578685  3.71448   ],-8.950250232,-11.789558928000002
327,AGN,3,11264,72417,82.06933771653543,-2.334702283464567,0.1555435878315865,2.4696,-0.9157868503937004,114.97316583687855,3.329597998182865,3.3853868503937,1.7599868503937004,0.7066470078927785,-0.56183660979548,-1.5000000000000002,-1.5000000000000004,[ -0.91578685   2.4696     244.6542    ],[-6.93252    -0.91578685  0.8442    ],[ -0.91578685   2.4696     244.6542    ],[-6.93252    -0.91578685  0.8442    ],0.0,-11.940753384
