,Ticker,Date,Length(days),Total Trades,Total Quotes,Mean Returns(Trades),Mean Returns(Quotes),Trade Quote Ratio,Median Returns(Trades),Median Returns(Quote),Standard Deviation(Trades),Standard Deviation(Quotes),Mean Absolute Deviation(Trades),Mean Absolute Deviation(Quotes),Skew(Trades),Skew(Quotes),Kurtosis(Trades),Kurtosis(Quotes),10 Largest Returns(Trades),10 Largest Returns(Quotes),10 Smallest Returns(Trades),10 Smallest Returns(Quotes),Maximum Drawdown(Trades),Maximum Drawdown(Quotes)
89,ADP,20070725,25,175728,562487,-1.98072,-1.98072,0.31241,-1.98072,-1.98072,0.63252,1.29024,0.63252,1.29024,0.0,0.0,-2.0,-2.0,[-2.61324 -1.3482 ],[-3.27096 -0.69048],[-2.61324 -1.3482 ],[-3.27096 -0.69048],-0.0,-3.27096
90,ADP,20070726,26,198238,619210,-1.97442,-1.96182,0.32015,-1.97442,-1.96182,0.14238,0.15498,0.14238,0.15498,0.0,-0.0,-2.0,-2.0,[-2.1168  -1.83204],[-2.1168  -1.80684],[-2.1168  -1.83204],[-2.1168  -1.80684],-0.0,-0.0
91,ADP,20070727,27,214878,661414,-1.0962,-1.08108,0.32488,-1.0962,-1.08108,1.04076,1.13652,1.04076,1.13652,0.0,0.0,-2.0,-2.0,[-2.13696 -0.05544],[-2.2176   0.05544],[-2.13696 -0.05544],[-2.2176   0.05544],-2.13696,-2.2176
92,ADP,20070730,28,226979,696170,0.08316,0.08316,0.32604,0.08316,0.08316,0.5796,0.02772,0.5796,0.02772,0.0,-0.0,-2.0,-2.0,[-0.49644  0.66276],[0.05544 0.11088],[-0.49644  0.66276],[0.05544 0.11088],-0.49644,0.0
93,ADP,20070731,29,242332,735543,3.34656,3.24954,0.32946,3.34656,3.24954,0.75096,0.20034,0.75096,0.20034,0.0,0.0,-2.0,-2.0,[2.5956  4.09752],[3.0492  3.44988],[2.5956  4.09752],[3.0492  3.44988],0.0,0.0
94,ADP,20070801,30,261374,783932,-1.17432,-1.15668,0.33341,-1.17432,-1.15668,5.7078,0.96768,5.7078,0.96768,0.0,0.0,-2.0,-2.0,[-6.88212  4.53348],[-2.12436 -0.189  ],[-6.88212  4.53348],[-2.12436 -0.189  ],-0.0,-0.0
95,ADP,20070802,31,272213,814110,3.37176,3.3579,0.33437,3.37176,3.3579,0.22176,0.2079,0.22176,0.2079,0.0,0.0,-2.0,-2.0,[3.15    3.59352],[3.15   3.5658],[3.15    3.59352],[3.15   3.5658],0.0,0.0
96,ADP,20070803,32,286793,845304,0.59094,0.61362,0.33928,0.59094,0.61362,2.22894,1.93662,2.22894,1.93662,0.0,0.0,-2.0,-2.0,[-1.638    2.81988],[-1.323    2.55024],[-1.638    2.81988],[-1.323    2.55024],-0.0,-0.0
97,ADP,20070806,33,303180,884387,-0.45108,-0.51408,0.34281,-0.45108,-0.51408,4.96944,0.53928,4.96944,0.53928,0.0,-0.0,-2.0,-2.0,[-5.42052  4.51836],[-1.05336  0.0252 ],[-5.42052  4.51836],[-1.05336  0.0252 ],-0.0,-0.0
98,ADP,20070807,34,319652,924766,1.71234,1.71234,0.34566,1.71234,1.71234,0.86814,0.7875,0.86814,0.7875,-0.0,-0.0,-2.0,-2.0,[0.8442  2.58048],[0.92484 2.49984],[0.8442  2.58048],[0.92484 2.49984],0.0,0.0
99,ADP,20070808,35,334427,963628,1.9278,1.86984,0.34705,1.9278,1.86984,5.42052,0.1638,5.42052,0.1638,0.0,0.0,-2.0,-2.0,[-3.49272  7.34832],[1.70604 2.03364],[-3.49272  7.34832],[1.70604 2.03364],-0.0,0.0
100,ADP,20070809,36,349734,1007451,-1.69722,-1.72368,0.34715,-1.69722,-1.72368,1.1781,0.99792,1.1781,0.99792,0.0,0.0,-2.0,-2.0,[-2.87532 -0.51912],[-2.7216  -0.72576],[-2.87532 -0.51912],[-2.7216  -0.72576],-0.0,-0.0
101,ADP,20070810,37,364859,1056074,0.126,0.1701,0.34549,0.126,0.1701,6.11352,6.34158,6.11352,6.34158,0.0,0.0,-2.0,-2.0,[-5.98752  6.23952],[-6.17148  6.51168],[-5.98752  6.23952],[-6.17148  6.51168],-0.0,-0.0
102,ADP,20070813,38,375180,1086300,0.48006,0.44352,0.34537,0.48006,0.44352,0.9261,0.8316,0.9261,0.8316,-0.0,0.0,-2.0,-2.0,[-0.44604  1.40616],[-0.38808  1.27512],[-0.44604  1.40616],[-0.38808  1.27512],-0.44604,-0.38808
103,ADP,20070814,39,384572,1118731,-1.92906,-1.90386,0.34376,-1.92906,-1.90386,1.9089,2.18862,1.9089,2.18862,0.0,0.0,-2.0,-2.0,[-3.83796 -0.02016],[-4.09248  0.28476],[-3.83796 -0.02016],[-4.09248  0.28476],-3.83796,-4.09248
104,ADP,20070815,40,394398,1158146,-0.315,-0.31626,0.34054,-0.315,-0.31626,0.52668,0.39438,0.52668,0.39438,0.0,0.0,-2.0,-2.0,[-0.84168  0.21168],[-0.71064  0.07812],[-0.84168  0.21168],[-0.71064  0.07812],0.0,0.0
105,ADP,20070816,41,412495,1211142,-4.07106,-4.07106,0.34058,-4.07106,-4.07106,0.16506,0.05922,0.16506,0.05922,0.0,0.0,-2.0,-2.0,[-4.23612 -3.906  ],[-4.13028 -4.01184],[-4.23612 -3.906  ],[-4.13028 -4.01184],-0.0,-0.0
106,ADP,20070817,42,426995,1255500,1.38726,1.34568,0.3401,1.38726,1.34568,6.46506,6.42348,6.46506,6.42348,0.0,0.0,-2.0,-2.0,[-5.0778   7.85232],[-5.0778   7.76916],[-5.0778   7.85232],[-5.0778   7.76916],-5.0778,-5.0778
107,ADP,20070820,43,435977,1286552,-0.15498,-0.12726,0.33887,-0.15498,-0.12726,1.82826,1.93662,1.82826,1.93662,0.0,0.0,-2.0,-2.0,[-1.98324  1.67328],[-2.06388  1.80936],[-1.98324  1.67328],[-2.06388  1.80936],-1.98324,-2.06388
108,ADP,20070821,44,441991,1310035,0.16254,0.13482,0.33739,0.16254,0.13482,0.05418,0.2709,0.05418,0.2709,0.0,0.0,-2.0,-2.0,[0.10836 0.21672],[-0.13608  0.40572],[0.10836 0.21672],[-0.13608  0.40572],0.0,-0.13608
109,ADP,20070822,45,448518,1330294,-0.39942,-0.41202,0.33716,-0.39942,-0.41202,1.64178,1.73502,1.64178,1.73502,0.0,0.0,-2.0,-2.0,[-2.0412   1.24236],[-2.14704  1.323  ],[-2.0412   1.24236],[-2.14704  1.323  ],-2.0412,-2.14704
110,ADP,20070823,46,455739,1353396,0.58968,0.62622,0.33674,0.58968,0.62622,3.30876,3.00258,3.30876,3.00258,0.0,0.0,-2.0,-2.0,[-2.71908  3.89844],[-2.37636  3.6288 ],[-2.71908  3.89844],[-2.37636  3.6288 ],-2.71908,-2.37636
111,ADP,20070824,47,464033,1377120,-0.91728,-0.89082,0.33696,-0.91728,-0.89082,0.70056,0.62118,0.70056,0.62118,0.0,-0.0,-2.0,-2.0,[-1.61784 -0.21672],[-1.512   -0.26964],[-1.61784 -0.21672],[-1.512   -0.26964],-1.61784,-1.512
112,ADP,20070827,48,469880,1397107,0.94878,0.92106,0.33632,0.94878,0.92106,0.40698,0.18774,0.40698,0.18774,0.0,0.0,-2.0,-2.0,[0.5418  1.35576],[0.73332 1.1088 ],[0.5418  1.35576],[0.73332 1.1088 ],0.0,0.0
113,ADP,20070828,49,477103,1419569,-1.13274,-1.17306,0.33609,-1.13274,-1.17306,1.0773,0.82026,1.0773,0.82026,0.0,-0.0,-2.0,-2.0,[-2.21004 -0.05544],[-1.99332 -0.3528 ],[-2.21004 -0.05544],[-1.99332 -0.3528 ],-0.0,-0.0
114,ADP,20070829,50,485048,1440786,-0.38052,-0.35406,0.33666,-0.38052,-0.35406,0.43596,0.05418,0.43596,0.05418,-0.0,0.0,-2.0,-2.0,[-0.81648  0.05544],[-0.40824 -0.29988],[-0.81648  0.05544],[-0.40824 -0.29988],-0.81648,-0.40824
115,ADP,20070830,51,495404,1469311,-0.40194,-0.38178,0.33717,-0.40194,-0.38178,0.63378,0.35406,0.63378,0.35406,0.0,-0.0,-2.0,-2.0,[-1.03572  0.23184],[-0.73584 -0.02772],[-1.03572  0.23184],[-0.73584 -0.02772],-0.0,-0.02772
116,ADP,20070831,52,506302,1495707,-0.03276,-0.02646,0.3385,-0.03276,-0.02646,0.567,0.5733,0.567,0.5733,0.0,0.0,-2.0,-2.0,[-0.59976  0.53424],[-0.59976  0.54684],[-0.59976  0.53424],[-0.59976  0.54684],-0.59976,-0.59976
117,ADP,20070904,53,514395,1518426,-0.10584,-0.1323,0.33877,-0.10584,-0.1323,1.42632,1.39986,1.42632,1.39986,0.0,0.0,-2.0,-2.0,[-1.53216  1.32048],[-1.53216  1.26756],[-1.53216  1.32048],[-1.53216  1.26756],-0.0,-0.0
118,ADP,20070905,54,523824,1545760,0.00252,-0.01134,0.33888,0.00252,-0.01134,0.98784,1.0017,0.98784,1.0017,0.0,0.0,-2.0,-2.0,[-0.98532  0.99036],[-1.01304  0.99036],[-0.98532  0.99036],[-1.01304  0.99036],0.0,-0.0
119,ADP,20070906,55,532539,1572020,0.2205,0.24696,0.33876,0.2205,0.24696,0.82278,0.92988,0.82278,0.92988,0.0,0.0,-2.0,-2.0,[-0.60228  1.04328],[-0.68292  1.17684],[-0.60228  1.04328],[-0.68292  1.17684],0.0,-0.68292
120,ADP,20070907,56,548930,1613866,-3.65904,-3.66912,0.34013,-3.65904,-3.66912,1.58004,1.92024,1.58004,1.92024,0.0,-0.0,-2.0,-2.0,[-5.23908 -2.079  ],[-5.58936 -1.74888],[-5.23908 -2.079  ],[-5.58936 -1.74888],-0.0,-0.0
121,ADP,20070910,57,563906,1648341,-0.61992,-0.61992,0.34211,-0.61992,-0.61992,0.33768,0.2268,0.33768,0.2268,0.0,0.0,-2.0,-2.0,[-0.9576  -0.28224],[-0.84672 -0.39312],[-0.9576  -0.28224],[-0.84672 -0.39312],-0.9576,-0.84672
122,ADP,20070911,58,576402,1681340,-0.08442,-0.08442,0.34282,-0.08442,-0.08442,0.70686,0.70686,0.70686,0.70686,0.0,0.0,-2.0,-2.0,[-0.79128  0.62244],[-0.79128  0.62244],[-0.79128  0.62244],[-0.79128  0.62244],-0.79128,-0.79128
123,ADP,20070912,59,589610,1721424,0.59976,0.59724,0.34251,0.59976,0.59724,1.61784,1.21968,1.61784,1.21968,0.0,0.0,-2.0,-2.0,[-1.01808  2.2176 ],[-0.62244  1.81692],[-1.01808  2.2176 ],[-0.62244  1.81692],-0.0,0.0
124,ADP,20070913,60,599943,1748338,-0.75852,-0.71694,0.34315,-0.75852,-0.71694,1.15416,1.11258,1.15416,1.11258,0.0,0.0,-2.0,-2.0,[-1.91268  0.39564],[-1.82952  0.39564],[-1.91268  0.39564],[-1.82952  0.39564],-1.91268,-1.82952
125,ADP,20070914,61,607197,1772950,0.23436,0.20412,0.34248,0.23436,0.20412,1.93536,1.67832,1.93536,1.67832,0.0,0.0,-2.0,-2.0,[-1.701    2.16972],[-1.4742   1.88244],[-1.701    2.16972],[-1.4742   1.88244],-0.0,-0.0
126,ADP,20070917,62,614426,1792929,-0.62244,-0.6363,0.34269,-0.62244,-0.6363,0.84924,0.5229,0.84924,0.5229,-0.0,-0.0,-2.0,-2.0,[-1.47168  0.2268 ],[-1.1592 -0.1134],[-1.47168  0.2268 ],[-1.1592 -0.1134],-0.0,-0.0
127,ADP,20070918,63,625383,1823383,1.44774,1.47546,0.34298,1.44774,1.47546,0.59346,0.62118,0.59346,0.62118,-0.0,-0.0,-2.0,-2.0,[0.85428 2.0412 ],[0.85428 2.09664],[0.85428 2.0412 ],[0.85428 2.09664],0.0,0.0
128,ADP,20070919,64,640105,1857658,3.05424,3.06558,0.34458,3.05424,3.06558,1.8396,1.60146,1.8396,1.60146,-0.0,-0.0,-2.0,-2.0,[1.21464 4.89384],[1.46412 4.66704],[1.21464 4.89384],[1.46412 4.66704],0.0,0.0
129,ADP,20070920,65,649817,1888291,0.98658,0.945,0.34413,0.98658,0.945,0.16758,0.26208,0.16758,0.26208,0.0,-0.0,-2.0,-2.0,[0.819   1.15416],[0.68292 1.20708],[0.819   1.15416],[0.68292 1.20708],0.0,0.0
